,Unnamed: 0,date,zipcode,pickups,dropoffs,pickup_passengers,dropoff_passengers,FELONIES,MISDEMEANORS,VIOLATIONS,price,date_enc
8014,9288,09/2013,10007,61205,62726,104738,108570,20.0,32.0,3.0,1474.0,51
8015,9289,09/2013,10009,304541,293087,522712,501889,106.0,213.0,38.0,1069.0,51
8020,9294,09/2013,10014,599595,519489,1037794,902307,103.0,156.0,18.0,1533.0,51
8023,9297,09/2013,10018,362521,336173,624218,585686,77.0,126.0,20.0,1419.0,51
8028,9302,09/2013,10023,425760,409567,722113,698354,47.0,126.0,20.0,1307.0,51
8029,9303,09/2013,10024,378583,396492,648576,677373,61.0,130.0,20.0,1208.0,51
8030,9304,09/2013,10025,290471,295983,496527,507435,107.0,199.0,30.0,1047.0,51
8031,9305,09/2013,10026,51483,75406,90197,129594,77.0,215.0,40.0,701.0,51
8034,9308,09/2013,10029,131176,154237,221714,260605,122.0,262.0,42.0,803.0,51
8035,9309,09/2013,10030,4712,20662,8395,35648,54.0,122.0,34.0,549.0,51
8036,9310,09/2013,10031,16668,34519,28554,58975,81.0,211.0,49.0,554.0,51
8037,9311,09/2013,10032,11652,29385,20729,49827,83.0,135.0,36.0,497.0,51
8038,9312,09/2013,10033,5652,31568,9927,54454,72.0,141.0,21.0,451.0,51
8039,9313,09/2013,10034,1150,12043,1986,20715,76.0,138.0,18.0,472.0,51
8040,9314,09/2013,10035,50744,88189,87306,150504,158.0,381.0,60.0,641.0,51
8043,9317,09/2013,10038,99246,106827,173390,183538,26.0,62.0,8.0,1046.0,51
8044,9318,09/2013,10039,1567,11178,2938,19799,50.0,106.0,26.0,559.0,51
8047,9321,09/2013,10065,531532,459861,894676,777529,62.0,81.0,11.0,1341.0,51
8048,9322,09/2013,10069,299551,270072,509187,459942,35.0,69.0,21.0,1432.0,51
8049,9323,09/2013,10075,239706,224445,409632,383578,17.0,21.0,7.0,1253.0,51
8051,9325,09/2013,10128,305968,312284,514751,531293,52.0,60.0,17.0,976.0,51
8052,9326,09/2013,10280,21506,25668,35362,41579,1.0,2.0,1.0,964.0,51
8055,9329,09/2013,10301,70,506,112,894,106.0,237.0,106.0,257.0,51
8056,9330,09/2013,10302,49,240,75,387,37.0,131.0,40.0,225.0,51
8057,9331,09/2013,10303,1384,23437,1914,41569,33.0,88.0,28.0,196.0,51
8058,9332,09/2013,10304,12,308,31,557,38.0,119.0,38.0,241.0,51
8059,9333,09/2013,10305,50,512,61,883,30.0,105.0,28.0,245.0,51
8060,9334,09/2013,10306,16,209,25,366,39.0,87.0,39.0,274.0,51
8061,9335,09/2013,10307,511,823,779,1222,10.0,27.0,7.0,266.0,51
8062,9336,09/2013,10308,14,144,26,268,26.0,70.0,24.0,274.0,51
8063,9337,09/2013,10309,30,106,39,176,21.0,52.0,15.0,234.0,51
8064,9338,09/2013,10310,92,385,144,626,32.0,84.0,40.0,249.0,51
8065,9339,09/2013,10312,15,147,19,246,22.0,60.0,25.0,247.0,51
8066,9340,09/2013,10314,17,370,22,648,40.0,141.0,31.0,242.0,51
8072,9346,09/2013,10456,294,2155,518,3872,142.0,357.0,66.0,220.0,51
8073,9347,09/2013,10457,255,2314,449,4114,121.0,288.0,61.0,189.0,51
8075,9349,09/2013,10459,157,1528,293,2687,145.0,275.0,71.0,203.0,51
8078,9352,09/2013,10462,656,3701,1030,6546,100.0,257.0,52.0,140.0,51
8084,9358,09/2013,10470,436,3529,605,5896,55.0,82.0,16.0,207.0,51
8091,9365,09/2013,11004,56,407,73,692,8.0,13.0,2.0,424.0,51
8095,9369,09/2013,11101,22268,26371,36635,44176,31.0,51.0,13.0,494.0,51
8096,9370,09/2013,11102,21692,38193,36418,65323,53.0,119.0,20.0,419.0,51
8097,9371,09/2013,11103,18228,40150,31580,69154,61.0,131.0,34.0,423.0,51
8098,9372,09/2013,11104,24406,34255,42268,58302,54.0,116.0,24.0,405.0,51
8099,9373,09/2013,11105,6429,23037,11186,39675,32.0,63.0,14.0,394.0,51
8102,9376,09/2013,11201,94327,106505,162774,182809,114.0,212.0,48.0,844.0,51
8103,9377,09/2013,11203,149,2512,207,4118,153.0,191.0,53.0,245.0,51
8104,9378,09/2013,11204,161,2253,238,3855,56.0,65.0,35.0,403.0,51
8105,9379,09/2013,11205,14211,46667,24301,80228,93.0,147.0,30.0,472.0,51
8106,9380,09/2013,11206,15258,45456,26814,79084,212.0,306.0,67.0,329.0,51
8107,9381,09/2013,11207,252,2626,451,4545,266.0,395.0,100.0,249.0,51
8108,9382,09/2013,11208,228,2132,316,3627,192.0,364.0,79.0,234.0,51
8110,9384,09/2013,11210,343,3101,574,5356,120.0,153.0,42.0,339.0,51
8111,9385,09/2013,11211,151982,156635,268218,274113,133.0,215.0,34.0,710.0,51
8112,9386,09/2013,11212,152,2145,215,3514,229.0,303.0,91.0,247.0,51
8113,9387,09/2013,11213,1154,8923,1795,15398,153.0,280.0,50.0,337.0,51
8114,9388,09/2013,11214,180,2515,326,4375,68.0,117.0,34.0,407.0,51
8115,9389,09/2013,11215,17150,54577,29336,92725,71.0,105.0,25.0,776.0,51
8116,9390,09/2013,11216,6017,29679,10443,51150,210.0,306.0,55.0,521.0,51
8117,9391,09/2013,11217,57490,74238,96809,127502,127.0,274.0,52.0,767.0,51
8119,9393,09/2013,11219,182,3071,292,5294,67.0,107.0,29.0,385.0,51
8121,9395,09/2013,11221,4583,25745,7900,44361,237.0,300.0,72.0,317.0,51
8122,9396,09/2013,11222,26132,59676,44094,101466,55.0,77.0,9.0,747.0,51
8123,9397,09/2013,11223,208,2930,320,5056,109.0,135.0,29.0,438.0,51
8124,9398,09/2013,11224,67,783,111,1400,91.0,146.0,36.0,349.0,51
8125,9399,09/2013,11225,2903,16103,4868,27695,123.0,192.0,55.0,400.0,51
8126,9400,09/2013,11226,1104,9859,1710,16924,178.0,319.0,84.0,370.0,51
8127,9401,09/2013,11228,158,3996,261,6945,44.0,67.0,30.0,438.0,51
8130,9404,09/2013,11231,27378,38130,47573,66137,52.0,97.0,20.0,757.0,51
8131,9405,09/2013,11232,1261,7245,2186,12629,37.0,68.0,15.0,493.0,51
8132,9406,09/2013,11233,356,3972,553,6802,189.0,303.0,92.0,333.0,51
8133,9407,09/2013,11234,135,2427,209,4424,106.0,150.0,38.0,331.0,51
8134,9408,09/2013,11235,285,3123,387,5427,85.0,122.0,31.0,430.0,51
8136,9410,09/2013,11237,6593,32771,11683,57009,160.0,232.0,57.0,484.0,51
8137,9411,09/2013,11238,11911,44232,20413,76105,90.0,131.0,34.0,633.0,51
8139,9413,09/2013,11354,800,3832,1170,6798,34.0,48.0,13.0,408.0,51
8140,9414,09/2013,11355,1931,4626,2805,7731,88.0,113.0,24.0,404.0,51
8141,9415,09/2013,11356,91,1548,124,2685,20.0,45.0,13.0,343.0,51
8142,9416,09/2013,11357,64,1680,100,2891,17.0,26.0,10.0,417.0,51
8143,9417,09/2013,11358,49,1451,101,2598,22.0,36.0,8.0,385.0,51
8145,9419,09/2013,11361,56,1276,99,2213,26.0,37.0,5.0,416.0,51
8146,9420,09/2013,11362,37,708,50,1211,21.0,12.0,3.0,418.0,51
8147,9421,09/2013,11363,60,820,100,1364,6.0,6.0,5.0,442.0,51
8148,9422,09/2013,11364,68,1315,111,2329,25.0,25.0,6.0,425.0,51
8149,9423,09/2013,11365,62,1755,79,2933,22.0,29.0,4.0,393.0,51
8150,9424,09/2013,11366,75,1708,127,2889,12.0,33.0,8.0,406.0,51
8151,9425,09/2013,11367,442,4049,827,6870,47.0,78.0,25.0,355.0,51
8152,9426,09/2013,11368,5353,13509,9398,24679,106.0,212.0,31.0,371.0,51
8153,9427,09/2013,11369,107,1189,159,1998,20.0,25.0,7.0,288.0,51
8155,9429,09/2013,11372,10752,28646,18831,51125,164.0,290.0,50.0,348.0,51
8157,9431,09/2013,11374,3002,12082,5183,20804,43.0,103.0,26.0,378.0,51
8158,9432,09/2013,11375,8683,15518,13689,26468,45.0,85.0,13.0,450.0,51
8159,9433,09/2013,11377,10367,18531,18071,32438,54.0,81.0,27.0,359.0,51
8160,9434,09/2013,11378,1111,7392,1845,12802,55.0,99.0,25.0,338.0,51
8161,9435,09/2013,11379,327,3918,518,6706,29.0,47.0,17.0,356.0,51
8162,9436,09/2013,11385,205,3569,342,6270,39.0,87.0,22.0,309.0,51
8163,9437,09/2013,11411,95,995,132,1687,41.0,42.0,24.0,276.0,51
8164,9438,09/2013,11412,12,665,18,1147,70.0,64.0,24.0,242.0,51
8165,9439,09/2013,11413,94,1143,167,2056,71.0,79.0,10.0,254.0,51
8166,9440,09/2013,11414,83,853,126,1524,29.0,27.0,4.0,268.0,51
8167,9441,09/2013,11415,3138,7309,5704,12498,40.0,70.0,13.0,338.0,51
8168,9442,09/2013,11416,296,1235,392,2048,39.0,64.0,18.0,264.0,51
8169,9443,09/2013,11417,261,1787,427,3222,39.0,62.0,10.0,288.0,51
8170,9444,09/2013,11418,227,2305,429,4075,42.0,89.0,15.0,277.0,51
8171,9445,09/2013,11419,211,1657,368,2877,81.0,125.0,34.0,269.0,51
8172,9446,09/2013,11420,93,1024,145,1776,34.0,55.0,13.0,286.0,51
8173,9447,09/2013,11421,269,2475,458,4169,63.0,100.0,24.0,269.0,51
8174,9448,09/2013,11422,185,1770,283,3048,40.0,37.0,11.0,265.0,51
8175,9449,09/2013,11423,54,1465,96,2512,62.0,58.0,22.0,286.0,51
8176,9450,09/2013,11426,120,648,178,1098,21.0,12.0,4.0,335.0,51
8177,9451,09/2013,11427,67,770,75,1280,15.0,29.0,12.0,327.0,51
8178,9452,09/2013,11428,28,436,33,784,23.0,24.0,11.0,294.0,51
8179,9453,09/2013,11429,24,503,33,883,37.0,60.0,18.0,250.0,51
8181,9455,09/2013,11432,414,3150,693,5403,59.0,103.0,29.0,349.0,51
8182,9456,09/2013,11433,49,1001,87,1718,117.0,155.0,30.0,255.0,51
8183,9457,09/2013,11434,147989,52981,264960,92485,92.0,116.0,20.0,261.0,51
8184,9458,09/2013,11435,2254,4116,4083,7107,104.0,191.0,35.0,278.0,51
8185,9459,09/2013,11436,3448,4669,6067,8139,70.0,68.0,19.0,275.0,51
8186,9460,09/2013,11691,90,500,122,867,75.0,167.0,37.0,244.0,51
8187,9461,09/2013,11692,38,393,59,675,61.0,94.0,25.0,229.0,51
8188,9462,09/2013,11694,29,389,39,719,23.0,38.0,7.0,318.0,51
8190,10374,10/2013,10001,632126,630604,1055690,1066378,110.0,262.0,27.0,1415.0,57
8191,10375,10/2013,10002,207726,191132,361707,334641,85.0,189.0,25.0,1072.0,57
8193,10377,10/2013,10004,87133,103060,152282,177925,14.0,27.0,8.0,1218.0,57
8194,10378,10/2013,10005,56011,66638,96077,112294,12.0,50.0,5.0,1043.0,57
8195,10379,10/2013,10006,52100,46399,92850,82678,2.0,5.0,1.0,1067.0,57
8196,10380,10/2013,10007,61832,64985,104930,111242,16.0,26.0,1.0,1495.0,57
8197,10381,10/2013,10009,315854,298733,539219,507392,112.0,200.0,46.0,1080.0,57
8202,10386,10/2013,10014,601058,525851,1028229,906320,106.0,138.0,29.0,1561.0,57
8205,10389,10/2013,10018,370542,341438,627913,588180,85.0,107.0,10.0,1431.0,57
8210,10394,10/2013,10023,474941,450074,799645,760256,66.0,107.0,25.0,1330.0,57
8211,10395,10/2013,10024,416551,438800,705906,744703,57.0,98.0,24.0,1222.0,57
8212,10396,10/2013,10025,319826,326182,540139,553495,98.0,199.0,59.0,1059.0,57
8213,10397,10/2013,10026,56849,80148,97755,135837,99.0,198.0,33.0,716.0,57
8216,10400,10/2013,10029,147498,171754,246507,286228,132.0,294.0,65.0,805.0,57
8217,10401,10/2013,10030,6032,22374,10147,37976,67.0,122.0,31.0,548.0,57
8218,10402,10/2013,10031,20662,37901,34076,63902,67.0,199.0,54.0,557.0,57
8219,10403,10/2013,10032,16656,33767,27794,56069,84.0,136.0,31.0,504.0,57
8220,10404,10/2013,10033,8770,35210,14434,59443,73.0,154.0,33.0,455.0,57
8221,10405,10/2013,10034,2896,15067,4284,25333,66.0,98.0,12.0,483.0,57
8222,10406,10/2013,10035,58176,96612,97247,161648,195.0,399.0,56.0,648.0,57
8225,10409,10/2013,10038,98879,107381,169795,181018,32.0,41.0,8.0,1063.0,57
8226,10410,10/2013,10039,2119,10367,3699,17417,47.0,103.0,23.0,564.0,57
8229,10413,10/2013,10065,596909,517568,995376,867366,71.0,83.0,16.0,1371.0,57
8230,10414,10/2013,10069,329928,296949,556242,503033,30.0,86.0,19.0,1449.0,57
8231,10415,10/2013,10075,264463,253110,446869,427779,18.0,17.0,2.0,1283.0,57
8233,10417,10/2013,10128,337539,342832,562713,577740,47.0,54.0,17.0,992.0,57
8234,10418,10/2013,10280,22658,27578,36744,44405,4.0,3.0,5.0,966.0,57
8237,10421,10/2013,10301,47,481,71,826,77.0,263.0,106.0,258.0,57
8238,10422,10/2013,10302,87,255,135,418,54.0,126.0,44.0,227.0,57
8239,10423,10/2013,10303,1493,24914,2086,43044,51.0,88.0,21.0,196.0,57
8240,10424,10/2013,10304,22,323,46,577,40.0,109.0,41.0,241.0,57
8241,10425,10/2013,10305,35,568,43,968,41.0,86.0,35.0,245.0,57
8242,10426,10/2013,10306,14,213,29,398,39.0,107.0,26.0,274.0,57
8243,10427,10/2013,10307,382,673,541,1000,16.0,28.0,8.0,267.0,57
8244,10428,10/2013,10308,5,158,8,260,29.0,68.0,29.0,274.0,57
8245,10429,10/2013,10309,20,102,27,166,16.0,48.0,19.0,234.0,57
8246,10430,10/2013,10310,58,361,87,568,36.0,105.0,36.0,249.0,57
8247,10431,10/2013,10312,15,179,27,298,29.0,64.0,24.0,248.0,57
8248,10432,10/2013,10314,12,396,24,712,51.0,101.0,26.0,243.0,57
8254,10438,10/2013,10456,662,2843,1018,4749,139.0,353.0,77.0,220.0,57
8255,10439,10/2013,10457,1122,3372,1787,5669,126.0,297.0,50.0,189.0,57
8257,10441,10/2013,10459,552,2015,887,3386,152.0,264.0,64.0,203.0,57
8260,10444,10/2013,10462,1385,4158,2231,7006,103.0,276.0,60.0,140.0,57
8266,10450,10/2013,10470,451,3845,658,6296,73.0,123.0,30.0,206.0,57
8273,10457,10/2013,11004,42,510,67,842,10.0,13.0,3.0,427.0,57
8277,10461,10/2013,11101,25914,29315,42404,49199,33.0,67.0,9.0,489.0,57
8278,10462,10/2013,11102,23795,41829,39879,71720,48.0,117.0,32.0,419.0,57
8279,10463,10/2013,11103,21774,43402,37956,73902,57.0,128.0,29.0,428.0,57
8280,10464,10/2013,11104,26494,37239,45720,63740,49.0,110.0,28.0,411.0,57
8281,10465,10/2013,11105,7892,25254,15409,43908,29.0,49.0,7.0,394.0,57
8284,10468,10/2013,11201,95825,111550,163533,190050,115.0,223.0,54.0,856.0,57
8285,10469,10/2013,11203,139,2554,205,4228,126.0,195.0,59.0,245.0,57
8286,10470,10/2013,11204,172,2240,234,3832,48.0,109.0,32.0,407.0,57
8287,10471,10/2013,11205,13952,49113,23895,83384,97.0,198.0,33.0,478.0,57
8288,10472,10/2013,11206,13675,44085,23862,76114,207.0,325.0,58.0,326.0,57
8289,10473,10/2013,11207,236,2509,391,4300,267.0,391.0,82.0,251.0,57
8290,10474,10/2013,11208,210,2040,287,3426,241.0,349.0,77.0,237.0,57
8292,10476,10/2013,11210,293,3286,450,5397,123.0,171.0,26.0,342.0,57
8293,10477,10/2013,11211,150150,158425,262381,274929,158.0,227.0,28.0,720.0,57
8294,10478,10/2013,11212,204,2213,334,3719,254.0,343.0,95.0,249.0,57
8295,10479,10/2013,11213,1108,8988,1703,15454,178.0,303.0,63.0,337.0,57
8296,10480,10/2013,11214,164,2432,254,4028,86.0,136.0,41.0,410.0,57
8297,10481,10/2013,11215,18090,55258,31520,94371,67.0,119.0,27.0,790.0,57
8298,10482,10/2013,11216,6146,30504,10359,52009,156.0,281.0,74.0,541.0,57
8299,10483,10/2013,11217,61094,78032,103412,133709,150.0,253.0,51.0,780.0,57
8301,10485,10/2013,11219,226,3383,368,5656,98.0,148.0,35.0,393.0,57
8303,10487,10/2013,11221,4485,24991,7762,43101,220.0,285.0,112.0,327.0,57
8304,10488,10/2013,11222,26193,62465,44440,105212,59.0,78.0,19.0,761.0,57
8305,10489,10/2013,11223,247,3278,354,5528,105.0,161.0,41.0,441.0,57
8306,10490,10/2013,11224,50,730,85,1225,72.0,170.0,40.0,342.0,57
8307,10491,10/2013,11225,2840,16712,4620,28342,119.0,211.0,60.0,407.0,57
8308,10492,10/2013,11226,1133,10136,1773,17123,182.0,274.0,79.0,373.0,57
8309,10493,10/2013,11228,168,4137,319,7161,43.0,82.0,16.0,442.0,57
8312,10496,10/2013,11231,28945,37829,50852,64805,42.0,117.0,25.0,769.0,57
8313,10497,10/2013,11232,1341,7053,2348,12219,48.0,60.0,14.0,496.0,57
8314,10498,10/2013,11233,389,3858,618,6555,215.0,327.0,112.0,342.0,57
8315,10499,10/2013,11234,137,2330,184,3966,98.0,185.0,35.0,333.0,57
8316,10500,10/2013,11235,964,3330,1187,5720,86.0,114.0,26.0,430.0,57
8318,10502,10/2013,11237,5442,30130,9559,52435,200.0,256.0,70.0,493.0,57
8319,10503,10/2013,11238,12349,46299,21210,78752,67.0,123.0,25.0,646.0,57
8321,10505,10/2013,11354,830,3831,1232,6459,44.0,63.0,17.0,411.0,57
8322,10506,10/2013,11355,3276,4730,4274,7797,98.0,147.0,33.0,405.0,57
8323,10507,10/2013,11356,125,1714,168,2909,23.0,38.0,12.0,345.0,57
8324,10508,10/2013,11357,49,1686,79,2850,19.0,25.0,8.0,420.0,57
8325,10509,10/2013,11358,83,1564,112,2607,25.0,48.0,4.0,388.0,57
8327,10511,10/2013,11361,68,1349,102,2233,26.0,37.0,12.0,418.0,57
8328,10512,10/2013,11362,46,670,57,1200,16.0,20.0,3.0,420.0,57
8329,10513,10/2013,11363,53,891,73,1500,3.0,6.0,6.0,442.0,57
8330,10514,10/2013,11364,35,1267,60,2183,27.0,25.0,6.0,427.0,57
8331,10515,10/2013,11365,97,1745,161,2962,17.0,29.0,3.0,395.0,57
8332,10516,10/2013,11366,93,1912,151,3279,30.0,26.0,8.0,410.0,57
8333,10517,10/2013,11367,587,5090,954,8380,61.0,80.0,26.0,354.0,57
8334,10518,10/2013,11368,2504,9089,4199,16258,109.0,165.0,35.0,373.0,57
8335,10519,10/2013,11369,107,1357,170,2219,24.0,27.0,6.0,291.0,57
8337,10521,10/2013,11372,17216,32989,32047,58684,165.0,299.0,63.0,346.0,57
8339,10523,10/2013,11374,4595,13550,8030,22978,61.0,141.0,18.0,379.0,57
8340,10524,10/2013,11375,13267,18110,18660,29622,51.0,95.0,17.0,452.0,57
8341,10525,10/2013,11377,12971,19966,22722,35064,45.0,65.0,21.0,361.0,57
8342,10526,10/2013,11378,1054,7982,1839,14020,41.0,94.0,17.0,341.0,57
8343,10527,10/2013,11379,287,3985,446,6819,26.0,73.0,15.0,359.0,57
8344,10528,10/2013,11385,145,3399,238,5825,39.0,83.0,21.0,311.0,57
8345,10529,10/2013,11411,80,998,121,1721,44.0,40.0,18.0,277.0,57
8346,10530,10/2013,11412,26,722,34,1188,56.0,73.0,20.0,243.0,57
8347,10531,10/2013,11413,119,1177,181,1989,46.0,80.0,39.0,255.0,57
8348,10532,10/2013,11414,102,979,155,1737,28.0,39.0,9.0,267.0,57
8349,10533,10/2013,11415,4735,8629,8347,14702,54.0,91.0,12.0,340.0,57
8350,10534,10/2013,11416,120,1169,166,1959,55.0,78.0,28.0,265.0,57
8351,10535,10/2013,11417,281,1791,451,3058,40.0,65.0,22.0,289.0,57
8352,10536,10/2013,11418,340,2706,540,4507,58.0,95.0,20.0,277.0,57
8353,10537,10/2013,11419,337,1800,497,2992,91.0,128.0,39.0,270.0,57
8354,10538,10/2013,11420,109,1077,162,1725,54.0,70.0,21.0,286.0,57
8355,10539,10/2013,11421,243,2724,380,4485,57.0,111.0,15.0,270.0,57
8356,10540,10/2013,11422,127,1814,159,2995,43.0,42.0,9.0,266.0,57
8357,10541,10/2013,11423,113,1553,183,2586,57.0,68.0,27.0,287.0,57
8358,10542,10/2013,11426,138,694,191,1179,26.0,28.0,8.0,336.0,57
8359,10543,10/2013,11427,73,847,111,1421,17.0,43.0,8.0,328.0,57
8360,10544,10/2013,11428,41,428,58,736,19.0,22.0,11.0,295.0,57
8361,10545,10/2013,11429,59,463,111,821,42.0,38.0,21.0,250.0,57
8363,10547,10/2013,11432,615,3594,979,6160,75.0,115.0,36.0,351.0,57
8364,10548,10/2013,11433,75,995,114,1664,110.0,172.0,54.0,255.0,57
8365,10549,10/2013,11434,148050,55741,262340,95887,79.0,112.0,34.0,262.0,57
8366,10550,10/2013,11435,2767,4212,4797,7334,116.0,169.0,49.0,279.0,57
8367,10551,10/2013,11436,3417,4547,5923,8034,83.0,92.0,31.0,278.0,57
8368,10552,10/2013,11691,104,489,183,869,85.0,164.0,43.0,242.0,57
8369,10553,10/2013,11692,65,374,95,625,52.0,71.0,33.0,229.0,57
8370,10554,10/2013,11694,63,424,84,780,19.0,37.0,8.0,318.0,57
8372,11466,11/2013,10001,610442,614597,1027026,1045373,124.0,271.0,31.0,1438.0,63
8373,11467,11/2013,10002,208079,187553,363665,328712,94.0,172.0,38.0,1081.0,63
8375,11469,11/2013,10004,77372,97643,134974,169653,9.0,30.0,8.0,1236.0,63
8376,11470,11/2013,10005,52609,60268,91205,101920,17.0,71.0,6.0,1048.0,63
8377,11471,11/2013,10006,45948,42100,81683,74797,5.0,5.0,1.0,1079.0,63
8378,11472,11/2013,10007,56334,57925,95747,99543,18.0,18.0,4.0,1526.0,63
8379,11473,11/2013,10009,319952,303188,549272,516491,94.0,184.0,33.0,1088.0,63
8384,11478,11/2013,10014,579091,506673,993030,873041,86.0,152.0,14.0,1581.0,63
8387,11481,11/2013,10018,346213,321794,591012,556628,60.0,116.0,10.0,1431.0,63
8392,11486,11/2013,10023,452234,431842,765359,732814,35.0,100.0,26.0,1350.0,63
8393,11487,11/2013,10024,412055,428817,701454,730909,54.0,71.0,32.0,1234.0,63
8394,11488,11/2013,10025,311036,316616,523963,534107,81.0,179.0,42.0,1069.0,63
8395,11489,11/2013,10026,65810,86072,107534,143575,75.0,206.0,27.0,735.0,63
8398,11492,11/2013,10029,149259,166811,244418,276836,106.0,252.0,54.0,812.0,63
8399,11493,11/2013,10030,9065,25326,13671,41457,52.0,106.0,20.0,553.0,63
8400,11494,11/2013,10031,24664,41096,38338,67585,63.0,151.0,30.0,558.0,63
8401,11495,11/2013,10032,21423,34731,32541,56228,71.0,95.0,26.0,513.0,63
8402,11496,11/2013,10033,13926,37656,20731,62188,56.0,103.0,21.0,462.0,63
8403,11497,11/2013,10034,5206,16117,7188,26191,57.0,101.0,31.0,501.0,63
8404,11498,11/2013,10035,73892,103122,116081,169752,132.0,333.0,50.0,655.0,63
8407,11501,11/2013,10038,87685,96927,150018,162645,18.0,41.0,6.0,1075.0,63
8408,11502,11/2013,10039,4007,12913,5875,20783,36.0,84.0,26.0,567.0,63
8411,11505,11/2013,10065,568413,497141,952194,837795,70.0,86.0,7.0,1409.0,63
8412,11506,11/2013,10069,306042,274420,518742,466658,49.0,86.0,23.0,1456.0,63
8413,11507,11/2013,10075,249840,242630,424409,410455,18.0,15.0,4.0,1305.0,63
8415,11509,11/2013,10128,332271,335171,558693,565910,26.0,62.0,19.0,1008.0,63
8416,11510,11/2013,10280,21395,26351,34809,42738,0.0,1.0,0.0,965.0,63
8419,11513,11/2013,10301,70,449,96,734,82.0,187.0,66.0,259.0,63
8420,11514,11/2013,10302,61,257,92,405,48.0,115.0,31.0,228.0,63
8421,11515,11/2013,10303,1292,22703,1782,38889,37.0,81.0,32.0,197.0,63
8422,11516,11/2013,10304,20,301,37,516,31.0,89.0,39.0,241.0,63
8423,11517,11/2013,10305,41,557,63,968,35.0,92.0,18.0,246.0,63
8424,11518,11/2013,10306,19,224,37,385,28.0,97.0,36.0,275.0,63
8425,11519,11/2013,10307,479,756,696,1099,14.0,21.0,2.0,266.0,63
8426,11520,11/2013,10308,5,120,5,179,30.0,74.0,19.0,274.0,63
8427,11521,11/2013,10309,34,119,40,186,13.0,58.0,13.0,235.0,63
8428,11522,11/2013,10310,76,368,112,589,46.0,80.0,31.0,250.0,63
8429,11523,11/2013,10312,11,161,18,274,22.0,73.0,20.0,249.0,63
8430,11524,11/2013,10314,17,361,26,642,46.0,129.0,25.0,244.0,63
8436,11530,11/2013,10456,1715,4470,2427,6862,108.0,331.0,58.0,218.0,63
8437,11531,11/2013,10457,2674,5355,3727,8236,121.0,282.0,54.0,188.0,63
8439,11533,11/2013,10459,1359,3071,1920,4682,122.0,253.0,67.0,202.0,63
8442,11536,11/2013,10462,3157,5477,4715,8669,110.0,234.0,38.0,144.0,63
8448,11542,11/2013,10470,626,4375,946,7190,71.0,102.0,28.0,205.0,63
8455,11549,11/2013,11004,43,442,74,735,7.0,21.0,4.0,428.0,63
8459,11553,11/2013,11101,24713,28715,39937,47688,35.0,51.0,21.0,495.0,63
8460,11554,11/2013,11102,28359,43541,46729,74625,46.0,100.0,20.0,424.0,63
8461,11555,11/2013,11103,28044,46711,48956,80077,74.0,122.0,30.0,434.0,63
8462,11556,11/2013,11104,28709,39540,49209,67948,42.0,90.0,27.0,417.0,63
8463,11557,11/2013,11105,9025,26388,18449,45933,33.0,37.0,11.0,396.0,63
8466,11560,11/2013,11201,91605,103768,154485,176612,84.0,167.0,43.0,864.0,63
8467,11561,11/2013,11203,233,2632,361,4419,105.0,157.0,46.0,244.0,63
8468,11562,11/2013,11204,173,2097,272,3618,59.0,86.0,17.0,410.0,63
8469,11563,11/2013,11205,15350,47998,25925,81416,99.0,116.0,32.0,483.0,63
8470,11564,11/2013,11206,15820,45469,27257,78274,173.0,322.0,57.0,324.0,63
8471,11565,11/2013,11207,296,2526,475,4350,210.0,373.0,88.0,253.0,63
8472,11566,11/2013,11208,246,2197,445,3755,231.0,297.0,73.0,241.0,63
8474,11568,11/2013,11210,356,3309,563,5453,110.0,129.0,39.0,344.0,63
8475,11569,11/2013,11211,160113,165963,279030,287261,119.0,185.0,23.0,724.0,63
8476,11570,11/2013,11212,233,2193,355,3770,209.0,307.0,68.0,251.0,63
8477,11571,11/2013,11213,1276,9110,2044,15581,169.0,263.0,53.0,334.0,63
8478,11572,11/2013,11214,177,2338,257,3916,77.0,126.0,29.0,412.0,63
8479,11573,11/2013,11215,18471,52723,31767,89556,59.0,106.0,17.0,804.0,63
8480,11574,11/2013,11216,7095,30585,11894,51799,143.0,238.0,63.0,553.0,63
8481,11575,11/2013,11217,61601,74350,103725,126702,142.0,272.0,56.0,792.0,63
8483,11577,11/2013,11219,224,3103,409,5389,66.0,128.0,29.0,400.0,63
8485,11579,11/2013,11221,5442,26490,9328,45550,209.0,263.0,79.0,337.0,63
8486,11580,11/2013,11222,29787,64760,50676,109687,41.0,70.0,8.0,771.0,63
8487,11581,11/2013,11223,279,3220,435,5440,84.0,144.0,29.0,443.0,63
8488,11582,11/2013,11224,62,731,92,1294,89.0,120.0,50.0,336.0,63
8489,11583,11/2013,11225,3381,16366,5630,27820,120.0,202.0,50.0,414.0,63
8490,11584,11/2013,11226,1410,10545,2255,17736,138.0,246.0,76.0,376.0,63
8491,11585,11/2013,11228,229,4030,342,6961,35.0,82.0,21.0,445.0,63
8494,11588,11/2013,11231,25410,34409,43960,58341,42.0,61.0,17.0,781.0,63
8495,11589,11/2013,11232,1247,6309,2115,10900,32.0,69.0,13.0,498.0,63
8496,11590,11/2013,11233,483,4310,741,7489,176.0,297.0,75.0,356.0,63
8497,11591,11/2013,11234,150,2147,227,3699,113.0,150.0,31.0,335.0,63
