,Unnamed: 0,date,zipcode,pickups,dropoffs,pickup_passengers,dropoff_passengers,FELONIES,MISDEMEANORS,VIOLATIONS,price,date_enc
1393,7763,08/2010,11228,542,4112,1006,7036,36.0,70.0,19.0,396.0,42
1396,7766,08/2010,11231,22120,29254,37283,49969,60.0,106.0,28.0,604.0,42
1397,7767,08/2010,11232,1557,5255,2716,9257,38.0,78.0,21.0,456.0,42
1398,7768,08/2010,11233,342,2520,560,4341,167.0,353.0,82.0,286.0,42
1399,7769,08/2010,11234,573,2550,930,4531,86.0,203.0,59.0,324.0,42
1400,7770,08/2010,11235,679,3362,1193,5894,78.0,149.0,28.0,409.0,42
1402,7772,08/2010,11237,1784,11740,3278,20616,215.0,243.0,54.0,371.0,42
1403,7773,08/2010,11238,5920,30504,10184,52630,86.0,130.0,31.0,492.0,42
1405,7775,08/2010,11354,973,3217,1572,5475,46.0,79.0,7.0,416.0,42
1406,7776,08/2010,11355,3694,5048,5932,8425,61.0,105.0,28.0,415.0,42
1407,7777,08/2010,11356,763,1970,1402,3560,17.0,43.0,20.0,356.0,42
1408,7778,08/2010,11357,357,1911,631,3377,27.0,34.0,10.0,418.0,42
1409,7779,08/2010,11358,222,1514,383,2703,20.0,34.0,8.0,385.0,42
1411,7781,08/2010,11361,110,1242,251,2219,34.0,40.0,9.0,419.0,42
1412,7782,08/2010,11362,115,700,198,1249,10.0,18.0,6.0,429.0,42
1413,7783,08/2010,11363,334,1080,583,1920,4.0,7.0,3.0,445.0,42
1414,7784,08/2010,11364,139,1179,260,2096,23.0,29.0,3.0,424.0,42
1415,7785,08/2010,11365,326,2149,534,3751,23.0,37.0,6.0,401.0,42
1416,7786,08/2010,11366,235,1740,455,3097,22.0,32.0,4.0,398.0,42
1417,7787,08/2010,11367,854,4343,1388,7552,38.0,80.0,28.0,348.0,42
1418,7788,08/2010,11368,2977,8371,5363,15252,115.0,208.0,33.0,384.0,42
1419,7789,08/2010,11369,791,1788,1179,2933,12.0,27.0,3.0,288.0,42
1421,7791,08/2010,11372,9381,25471,16616,45133,144.0,303.0,56.0,353.0,42
1423,7793,08/2010,11374,3009,10736,5005,18524,56.0,141.0,26.0,392.0,42
1424,7794,08/2010,11375,9089,14806,15280,25387,41.0,83.0,17.0,432.0,42
1425,7795,08/2010,11377,10904,17995,18300,30990,35.0,86.0,27.0,369.0,42
1426,7796,08/2010,11378,1933,6568,3694,11801,41.0,57.0,15.0,342.0,42
1427,7797,08/2010,11379,715,3407,1254,5992,32.0,58.0,14.0,355.0,42
1428,7798,08/2010,11385,537,2707,1271,5053,54.0,92.0,33.0,321.0,42
1429,7799,08/2010,11411,453,1378,666,2380,33.0,37.0,11.0,300.0,42
1430,7800,08/2010,11412,139,839,288,1596,48.0,57.0,20.0,251.0,42
1431,7801,08/2010,11413,410,1515,763,2744,55.0,78.0,19.0,266.0,42
1432,7802,08/2010,11414,492,1297,860,2367,25.0,33.0,18.0,309.0,42
1433,7803,08/2010,11415,2395,6556,4172,11557,41.0,77.0,8.0,329.0,42
1434,7804,08/2010,11416,231,1115,432,1956,41.0,69.0,12.0,276.0,42
1435,7805,08/2010,11417,374,1379,597,2480,39.0,67.0,17.0,294.0,42
1436,7806,08/2010,11418,480,2333,919,4024,35.0,67.0,12.0,280.0,42
1437,7807,08/2010,11419,841,2008,1288,3351,69.0,106.0,28.0,269.0,42
1438,7808,08/2010,11420,326,1154,572,2036,41.0,63.0,30.0,282.0,42
1439,7809,08/2010,11421,578,2492,979,4463,60.0,63.0,14.0,269.0,42
1440,7810,08/2010,11422,542,2102,885,3660,39.0,42.0,16.0,281.0,42
1441,7811,08/2010,11423,303,1610,631,2990,53.0,59.0,25.0,294.0,42
1442,7812,08/2010,11426,261,691,434,1161,12.0,27.0,7.0,334.0,42
1443,7813,08/2010,11427,240,917,385,1660,28.0,31.0,12.0,326.0,42
1444,7814,08/2010,11428,250,642,372,1170,27.0,35.0,6.0,297.0,42
1445,7815,08/2010,11429,186,655,265,1126,32.0,56.0,18.0,268.0,42
1447,7817,08/2010,11432,1051,3597,1823,6439,55.0,77.0,25.0,348.0,42
1448,7818,08/2010,11433,230,974,496,1834,110.0,142.0,30.0,270.0,42
1449,7819,08/2010,11434,89515,40594,163711,73335,76.0,98.0,23.0,272.0,42
1450,7820,08/2010,11435,2882,4360,5095,7539,94.0,147.0,43.0,283.0,42
1451,7821,08/2010,11436,3951,4430,7403,8159,77.0,79.0,16.0,277.0,42
1452,7822,08/2010,11691,632,1103,1376,2262,79.0,140.0,39.0,262.0,42
1453,7823,08/2010,11692,445,740,1084,1547,57.0,96.0,26.0,263.0,42
1454,7824,08/2010,11694,541,902,1468,2084,11.0,53.0,8.0,373.0,42
1456,8736,09/2010,10001,666144,692175,1080728,1129480,126.0,312.0,15.0,1083.0,48
1457,8737,09/2010,10002,214493,198156,359192,334336,92.0,180.0,36.0,935.0,48
1459,8739,09/2010,10004,86589,101855,144315,169686,12.0,16.0,4.0,1058.0,48
1460,8740,09/2010,10005,54113,68087,89130,109841,22.0,68.0,3.0,974.0,48
1461,8741,09/2010,10006,43236,43140,71736,70848,4.0,1.0,0.0,836.0,48
1462,8742,09/2010,10007,64634,65383,105915,107902,12.0,24.0,1.0,1127.0,48
1463,8743,09/2010,10009,346995,324909,572802,536714,96.0,200.0,53.0,932.0,48
1468,8748,09/2010,10014,646295,565075,1069857,939444,84.0,148.0,27.0,1111.0,48
1471,8751,09/2010,10018,371959,347616,608562,573281,77.0,121.0,11.0,1112.0,48
1476,8756,09/2010,10023,477712,458126,776329,745077,60.0,94.0,19.0,1095.0,48
1477,8757,09/2010,10024,437140,454477,716588,745245,55.0,96.0,17.0,1018.0,48
1478,8758,09/2010,10025,324572,333430,531598,548409,85.0,278.0,61.0,875.0,48
1479,8759,09/2010,10026,50158,77084,83057,126489,97.0,228.0,55.0,639.0,48
1482,8762,09/2010,10029,132636,157862,216756,256946,123.0,331.0,51.0,717.0,48
1483,8763,09/2010,10030,4891,20094,8206,33205,66.0,143.0,39.0,502.0,48
1484,8764,09/2010,10031,16738,35417,27504,58259,81.0,201.0,36.0,474.0,48
1485,8765,09/2010,10032,9905,29463,16172,47954,75.0,171.0,27.0,442.0,48
1486,8766,09/2010,10033,6455,31779,10495,51892,79.0,102.0,27.0,444.0,48
1487,8767,09/2010,10034,1514,13470,2811,22314,53.0,117.0,22.0,468.0,48
1488,8768,09/2010,10035,42795,82045,70823,134102,171.0,439.0,64.0,624.0,48
1491,8771,09/2010,10038,106882,118167,177278,192565,24.0,43.0,9.0,913.0,48
1492,8772,09/2010,10039,1701,10214,2924,17198,54.0,160.0,34.0,487.0,48
1495,8775,09/2010,10065,607890,534777,983512,866295,61.0,83.0,13.0,1098.0,48
1496,8776,09/2010,10069,337032,305873,549381,500903,44.0,88.0,13.0,1141.0,48
1497,8777,09/2010,10075,258579,244347,421011,397067,21.0,26.0,2.0,1018.0,48
1499,8779,09/2010,10128,343108,353808,556068,575804,37.0,84.0,14.0,876.0,48
1500,8780,09/2010,10280,29328,31756,48396,52472,7.0,4.0,0.0,841.0,48
1503,8783,09/2010,10301,812,1295,1432,2248,88.0,247.0,58.0,263.0,48
1504,8784,09/2010,10302,502,659,904,1238,40.0,138.0,37.0,228.0,48
1505,8785,09/2010,10303,6180,23272,11622,40316,34.0,94.0,33.0,209.0,48
1506,8786,09/2010,10304,543,893,832,1438,41.0,119.0,32.0,249.0,48
1507,8787,09/2010,10305,929,1463,1581,2435,23.0,63.0,33.0,253.0,48
1508,8788,09/2010,10306,290,534,490,872,39.0,89.0,34.0,279.0,48
1509,8789,09/2010,10307,2107,2315,3473,3781,11.0,30.0,15.0,273.0,48
1510,8790,09/2010,10308,192,332,337,571,17.0,81.0,23.0,278.0,48
1511,8791,09/2010,10309,864,948,1280,1460,19.0,67.0,23.0,239.0,48
1512,8792,09/2010,10310,903,1160,1725,2186,34.0,109.0,41.0,251.0,48
1513,8793,09/2010,10312,213,364,329,585,28.0,71.0,28.0,251.0,48
1514,8794,09/2010,10314,159,478,234,787,35.0,136.0,39.0,249.0,48
1520,8800,09/2010,10456,642,2324,1089,3907,120.0,322.0,69.0,228.0,48
1521,8801,09/2010,10457,814,2715,1618,4691,144.0,339.0,56.0,217.0,48
1523,8803,09/2010,10459,688,1993,1137,3186,122.0,252.0,48.0,222.0,48
1526,8806,09/2010,10462,1374,5073,2696,8769,109.0,297.0,48.0,159.0,48
1532,8812,09/2010,10470,1286,4107,2356,6946,46.0,106.0,16.0,204.0,48
1539,8819,09/2010,11004,183,540,379,960,6.0,15.0,2.0,421.0,48
1543,8823,09/2010,11101,27116,29699,44092,49192,25.0,66.0,4.0,509.0,48
1544,8824,09/2010,11102,19748,36317,32003,59534,67.0,125.0,18.0,548.0,48
1545,8825,09/2010,11103,18248,41126,31735,69340,52.0,115.0,22.0,422.0,48
1546,8826,09/2010,11104,31518,39916,52452,67081,50.0,93.0,24.0,452.0,48
1547,8827,09/2010,11105,6863,23470,11584,39048,31.0,59.0,8.0,376.0,48
1550,8830,09/2010,11201,84292,107183,138363,175615,68.0,221.0,42.0,653.0,48
1551,8831,09/2010,11203,360,2663,649,4543,133.0,182.0,46.0,238.0,48
1552,8832,09/2010,11204,683,2871,1163,4808,38.0,83.0,27.0,361.0,48
1553,8833,09/2010,11205,9610,40878,15908,66650,103.0,157.0,30.0,413.0,48
1554,8834,09/2010,11206,5606,27967,9597,46352,187.0,334.0,67.0,270.0,48
1555,8835,09/2010,11207,611,2438,1059,4122,214.0,473.0,72.0,262.0,48
1556,8836,09/2010,11208,627,2263,1040,3821,190.0,389.0,60.0,240.0,48
1558,8838,09/2010,11210,906,3793,1571,6246,129.0,159.0,33.0,305.0,48
1559,8839,09/2010,11211,71144,106551,118982,176903,128.0,194.0,34.0,538.0,48
1560,8840,09/2010,11212,364,2072,662,3455,191.0,381.0,99.0,249.0,48
1561,8841,09/2010,11213,810,6030,1376,10156,152.0,270.0,74.0,262.0,48
1562,8842,09/2010,11214,1063,3538,1691,5819,76.0,130.0,37.0,370.0,48
1563,8843,09/2010,11215,12707,53457,20913,87755,69.0,132.0,20.0,585.0,48
1564,8844,09/2010,11216,2272,18099,3766,29711,154.0,291.0,64.0,381.0,48
1565,8845,09/2010,11217,41119,65585,66504,106836,135.0,293.0,47.0,587.0,48
1567,8847,09/2010,11219,878,3775,1559,6242,64.0,123.0,23.0,343.0,48
1569,8849,09/2010,11221,1492,12408,2503,20399,224.0,361.0,78.0,216.0,48
1570,8850,09/2010,11222,14137,48782,23610,79627,65.0,80.0,11.0,565.0,48
1571,8851,09/2010,11223,2253,5229,3930,8866,74.0,214.0,44.0,393.0,48
1572,8852,09/2010,11224,805,1549,1425,2732,80.0,184.0,46.0,315.0,48
1573,8853,09/2010,11225,2252,12055,3701,19897,132.0,252.0,53.0,310.0,48
1574,8854,09/2010,11226,1220,7916,2053,12988,180.0,267.0,54.0,319.0,48
1575,8855,09/2010,11228,751,4873,1294,8013,34.0,93.0,14.0,394.0,48
1578,8858,09/2010,11231,26966,35501,44215,58305,54.0,101.0,34.0,603.0,48
1579,8859,09/2010,11232,1768,6441,3327,10988,33.0,86.0,13.0,455.0,48
1580,8860,09/2010,11233,420,2978,692,4940,169.0,325.0,70.0,285.0,48
1581,8861,09/2010,11234,963,2924,1590,5014,108.0,171.0,30.0,322.0,48
1582,8862,09/2010,11235,991,3929,1645,6630,67.0,132.0,23.0,408.0,48
1584,8864,09/2010,11237,2031,13776,3575,23155,184.0,249.0,48.0,369.0,48
1585,8865,09/2010,11238,6554,37153,10769,60752,71.0,131.0,20.0,493.0,48
1587,8867,09/2010,11354,1118,3842,1732,6351,52.0,73.0,16.0,420.0,48
1588,8868,09/2010,11355,4703,5816,7854,9787,83.0,114.0,28.0,419.0,48
1589,8869,09/2010,11356,924,2338,1699,4043,32.0,48.0,14.0,353.0,48
1590,8870,09/2010,11357,655,2451,1263,4208,30.0,50.0,13.0,416.0,48
1591,8871,09/2010,11358,293,1787,502,2858,31.0,37.0,12.0,384.0,48
1593,8873,09/2010,11361,192,1529,338,2631,17.0,35.0,7.0,420.0,48
1594,8874,09/2010,11362,216,822,360,1402,5.0,17.0,5.0,428.0,48
1595,8875,09/2010,11363,563,1316,1015,2199,7.0,8.0,2.0,444.0,48
1596,8876,09/2010,11364,272,1590,564,2734,27.0,27.0,12.0,423.0,48
1597,8877,09/2010,11365,447,2128,823,3470,21.0,36.0,8.0,401.0,48
1598,8878,09/2010,11366,455,2154,797,3580,16.0,28.0,2.0,400.0,48
1599,8879,09/2010,11367,1794,5856,3375,10093,40.0,88.0,31.0,349.0,48
1600,8880,09/2010,11368,5221,10455,9509,18623,115.0,165.0,34.0,388.0,48
1601,8881,09/2010,11369,580,1724,975,2842,18.0,27.0,7.0,286.0,48
1603,8883,09/2010,11372,10702,29695,17832,49849,152.0,302.0,57.0,354.0,48
1605,8885,09/2010,11374,3946,12526,6546,20739,63.0,115.0,19.0,395.0,48
1606,8886,09/2010,11375,10975,17233,18109,28729,42.0,83.0,16.0,433.0,48
1607,8887,09/2010,11377,13922,21980,23183,36551,47.0,97.0,22.0,370.0,48
1608,8888,09/2010,11378,2517,7865,4605,13284,31.0,135.0,18.0,342.0,48
1609,8889,09/2010,11379,877,4042,1632,6887,27.0,73.0,11.0,355.0,48
1610,8890,09/2010,11385,736,3264,1454,5618,43.0,129.0,24.0,321.0,48
1611,8891,09/2010,11411,684,1547,1165,2618,34.0,44.0,15.0,298.0,48
1612,8892,09/2010,11412,353,1016,594,1722,63.0,70.0,29.0,249.0,48
1613,8893,09/2010,11413,581,1517,1035,2618,58.0,71.0,18.0,264.0,48
1614,8894,09/2010,11414,670,1548,1175,2694,16.0,23.0,8.0,308.0,48
1615,8895,09/2010,11415,3022,8013,5061,13397,50.0,82.0,22.0,331.0,48
1616,8896,09/2010,11416,480,1520,757,2545,43.0,58.0,19.0,275.0,48
1617,8897,09/2010,11417,514,1488,847,2462,46.0,62.0,25.0,295.0,48
1618,8898,09/2010,11418,740,2751,1362,4668,35.0,85.0,28.0,280.0,48
1619,8899,09/2010,11419,759,2044,1342,3442,80.0,96.0,35.0,269.0,48
1620,8900,09/2010,11420,399,1288,735,2164,48.0,51.0,15.0,281.0,48
1621,8901,09/2010,11421,679,2676,1154,4547,46.0,74.0,17.0,268.0,48
1622,8902,09/2010,11422,912,2422,1519,3999,33.0,38.0,11.0,280.0,48
1623,8903,09/2010,11423,870,2249,1662,3887,48.0,59.0,20.0,295.0,48
1624,8904,09/2010,11426,475,941,775,1558,17.0,21.0,6.0,335.0,48
1625,8905,09/2010,11427,350,1010,703,1819,25.0,14.0,4.0,324.0,48
1626,8906,09/2010,11428,338,774,619,1383,21.0,18.0,4.0,296.0,48
1627,8907,09/2010,11429,344,774,612,1316,34.0,50.0,17.0,265.0,48
1629,8909,09/2010,11432,1267,3619,2740,6765,61.0,83.0,21.0,347.0,48
1630,8910,09/2010,11433,452,1219,902,2181,98.0,140.0,28.0,268.0,48
1631,8911,09/2010,11434,97086,48922,163816,81662,79.0,108.0,23.0,268.0,48
1632,8912,09/2010,11435,2609,4238,4612,7188,106.0,156.0,42.0,282.0,48
1633,8913,09/2010,11436,4072,4751,7023,8103,53.0,70.0,23.0,275.0,48
1634,8914,09/2010,11691,771,1128,1309,1820,72.0,108.0,31.0,262.0,48
1635,8915,09/2010,11692,635,864,1045,1462,47.0,90.0,30.0,261.0,48
1636,8916,09/2010,11694,742,1168,1503,2271,18.0,29.0,19.0,371.0,48
1638,9828,10/2010,10001,600351,605807,988904,1004893,129.0,323.0,21.0,1082.0,54
1639,9829,10/2010,10002,194744,177737,334099,307393,96.0,229.0,33.0,937.0,54
1641,9831,10/2010,10004,78267,96224,134134,165212,12.0,15.0,2.0,1073.0,54
1642,9832,10/2010,10005,52721,68903,88174,112791,21.0,37.0,7.0,972.0,54
1643,9833,10/2010,10006,41411,42633,70225,71130,1.0,4.0,2.0,832.0,54
1644,9834,10/2010,10007,60554,60519,101172,102618,12.0,25.0,2.0,1126.0,54
1645,9835,10/2010,10009,312160,288448,519648,481529,117.0,212.0,40.0,930.0,54
1650,9840,10/2010,10014,577622,502158,974830,854689,100.0,131.0,27.0,1111.0,54
1653,9843,10/2010,10018,331206,309220,550205,518012,66.0,130.0,7.0,1121.0,54
1658,9848,10/2010,10023,447839,424137,739913,701315,54.0,88.0,19.0,1101.0,54
1659,9849,10/2010,10024,395858,417071,662185,698201,56.0,138.0,21.0,1026.0,54
1660,9850,10/2010,10025,292079,306539,487691,515397,100.0,237.0,46.0,886.0,54
1661,9851,10/2010,10026,43029,66927,73161,112347,112.0,296.0,51.0,646.0,54
1664,9854,10/2010,10029,118532,142436,196095,234501,99.0,339.0,49.0,731.0,54
1665,9855,10/2010,10030,3217,16797,5315,28393,56.0,147.0,45.0,503.0,54
1666,9856,10/2010,10031,12726,29916,21506,50616,80.0,229.0,33.0,480.0,54
1667,9857,10/2010,10032,7868,25368,12750,41346,74.0,162.0,32.0,446.0,54
1668,9858,10/2010,10033,6672,29195,10784,48151,98.0,128.0,27.0,448.0,54
1669,9859,10/2010,10034,1411,12520,2482,21009,64.0,111.0,16.0,488.0,54
1670,9860,10/2010,10035,36208,73511,60469,121671,160.0,446.0,65.0,631.0,54
1673,9863,10/2010,10038,98116,110326,165500,181370,27.0,51.0,20.0,915.0,54
1674,9864,10/2010,10039,1396,7984,2768,13918,49.0,155.0,25.0,491.0,54
1677,9867,10/2010,10065,570963,498347,929717,813880,58.0,100.0,14.0,1112.0,54
1678,9868,10/2010,10069,309315,275117,513924,460163,49.0,86.0,23.0,1151.0,54
1679,9869,10/2010,10075,250621,238812,418697,396188,14.0,26.0,2.0,1022.0,54
1681,9871,10/2010,10128,319039,327594,518182,542389,55.0,96.0,13.0,880.0,54
1682,9872,10/2010,10280,26277,28012,43713,46942,2.0,2.0,3.0,851.0,54
1685,9875,10/2010,10301,751,1204,1349,2104,87.0,210.0,58.0,261.0,54
1686,9876,10/2010,10302,327,509,571,878,32.0,139.0,35.0,226.0,54
1687,9877,10/2010,10303,5553,22145,12211,41238,35.0,91.0,34.0,207.0,54
1688,9878,10/2010,10304,254,543,357,842,39.0,103.0,31.0,248.0,54
1689,9879,10/2010,10305,981,1489,1328,2205,29.0,86.0,27.0,251.0,54
1690,9880,10/2010,10306,207,403,347,731,36.0,96.0,33.0,277.0,54
1691,9881,10/2010,10307,2168,2439,4954,5364,6.0,40.0,18.0,271.0,54
1692,9882,10/2010,10308,121,260,227,471,30.0,73.0,25.0,277.0,54
1693,9883,10/2010,10309,689,774,932,1057,26.0,66.0,21.0,238.0,54
1694,9884,10/2010,10310,519,797,862,1315,35.0,109.0,34.0,249.0,54
1695,9885,10/2010,10312,118,249,214,417,32.0,75.0,25.0,250.0,54
1696,9886,10/2010,10314,156,473,286,803,34.0,151.0,43.0,248.0,54
1702,9892,10/2010,10456,641,1890,1315,3491,129.0,342.0,64.0,232.0,54
1703,9893,10/2010,10457,970,2365,2179,4503,132.0,352.0,54.0,218.0,54
1705,9895,10/2010,10459,498,1582,1361,3120,128.0,298.0,64.0,223.0,54
1708,9898,10/2010,10462,1123,4031,2389,7369,123.0,262.0,56.0,158.0,54
1714,9904,10/2010,10470,1273,3840,2801,6896,66.0,104.0,22.0,205.0,54
1721,9911,10/2010,11004,112,420,164,673,6.0,8.0,4.0,420.0,54
1725,9915,10/2010,11101,25322,28163,41658,47353,29.0,54.0,8.0,503.0,54
1726,9916,10/2010,11102,18514,33593,30647,56459,49.0,101.0,12.0,546.0,54
1727,9917,10/2010,11103,16207,38283,29546,66357,63.0,139.0,19.0,422.0,54
1728,9918,10/2010,11104,27666,35352,44540,58147,58.0,118.0,25.0,447.0,54
1729,9919,10/2010,11105,5630,21291,9664,36196,21.0,47.0,11.0,374.0,54
1732,9922,10/2010,11201,76696,97500,127455,162500,100.0,278.0,49.0,653.0,54
1733,9923,10/2010,11203,359,2317,548,3801,118.0,183.0,45.0,237.0,54
1734,9924,10/2010,11204,717,2617,1232,4379,48.0,73.0,23.0,360.0,54
1735,9925,10/2010,11205,8169,35785,13851,58993,106.0,183.0,28.0,409.0,54
1736,9926,10/2010,11206,5889,27686,10340,46408,224.0,366.0,69.0,261.0,54
1737,9927,10/2010,11207,497,1977,923,3462,230.0,468.0,79.0,261.0,54
1738,9928,10/2010,11208,437,1726,723,2895,216.0,336.0,73.0,239.0,54
1740,9930,10/2010,11210,874,3378,1454,5461,116.0,207.0,38.0,305.0,54
1741,9931,10/2010,11211,73349,106932,126280,181898,138.0,206.0,33.0,538.0,54
1742,9932,10/2010,11212,237,1610,441,2665,165.0,465.0,87.0,248.0,54
1743,9933,10/2010,11213,752,5268,1140,8815,144.0,294.0,53.0,261.0,54
1744,9934,10/2010,11214,553,2756,1103,4807,72.0,122.0,36.0,370.0,54
1745,9935,10/2010,11215,10878,47105,18330,78494,61.0,128.0,30.0,589.0,54
1746,9936,10/2010,11216,1984,16210,3222,26757,133.0,310.0,65.0,384.0,54
1747,9937,10/2010,11217,38362,61040,62269,101035,136.0,286.0,63.0,590.0,54
1749,9939,10/2010,11219,796,3613,1584,6304,77.0,118.0,19.0,344.0,54
1751,9941,10/2010,11221,1225,11070,2195,18786,250.0,383.0,74.0,216.0,54
1752,9942,10/2010,11222,13911,45064,23672,74534,51.0,67.0,13.0,570.0,54
1753,9943,10/2010,11223,1632,4204,3421,7856,79.0,152.0,37.0,393.0,54
1754,9944,10/2010,11224,542,1237,1090,2228,72.0,192.0,43.0,314.0,54
1755,9945,10/2010,11225,2033,10672,3313,17792,119.0,280.0,49.0,310.0,54
1756,9946,10/2010,11226,1080,6629,1917,11177,188.0,319.0,56.0,320.0,54
1757,9947,10/2010,11228,1041,4578,1828,7517,50.0,103.0,22.0,394.0,54
1760,9950,10/2010,11231,24319,32432,40753,54050,51.0,121.0,27.0,606.0,54
1761,9951,10/2010,11232,1380,5613,2418,9674,44.0,84.0,14.0,456.0,54
1762,9952,10/2010,11233,345,2374,647,3960,157.0,350.0,63.0,284.0,54
1763,9953,10/2010,11234,567,2284,986,3871,102.0,174.0,39.0,322.0,54
1764,9954,10/2010,11235,663,2969,1036,5137,74.0,126.0,37.0,408.0,54
1766,9956,10/2010,11237,1872,13906,3409,23832,185.0,317.0,60.0,367.0,54
1767,9957,10/2010,11238,6253,33497,10876,56027,82.0,135.0,35.0,498.0,54
1769,9959,10/2010,11354,1293,3576,2544,6515,49.0,99.0,11.0,419.0,54
1770,9960,10/2010,11355,2675,4110,4336,7087,90.0,111.0,25.0,420.0,54
1771,9961,10/2010,11356,1029,2219,2339,4220,29.0,43.0,9.0,351.0,54
1772,9962,10/2010,11357,350,1920,609,3184,25.0,38.0,15.0,415.0,54
1773,9963,10/2010,11358,282,1569,504,2630,19.0,43.0,8.0,383.0,54
1775,9965,10/2010,11361,125,1316,252,2275,34.0,36.0,12.0,420.0,54
1776,9966,10/2010,11362,152,726,256,1222,15.0,15.0,6.0,427.0,54
1777,9967,10/2010,11363,447,1149,980,2080,8.0,7.0,2.0,442.0,54
1778,9968,10/2010,11364,152,1275,302,2152,25.0,30.0,15.0,420.0,54
1779,9969,10/2010,11365,294,1713,552,2920,25.0,40.0,13.0,401.0,54
1780,9970,10/2010,11366,267,1695,520,2906,17.0,36.0,7.0,401.0,54
1781,9971,10/2010,11367,1007,4388,1785,7177,43.0,84.0,26.0,349.0,54
1782,9972,10/2010,11368,2851,7390,5110,13090,113.0,167.0,29.0,390.0,54
1783,9973,10/2010,11369,902,1770,1651,3129,25.0,30.0,12.0,285.0,54
1785,9975,10/2010,11372,8659,25124,14281,43246,155.0,306.0,59.0,351.0,54
1787,9977,10/2010,11374,3116,10634,5037,17573,50.0,140.0,14.0,396.0,54
1788,9978,10/2010,11375,8722,14973,14050,24647,49.0,87.0,22.0,432.0,54
1789,9979,10/2010,11377,12181,19611,20684,33476,50.0,86.0,23.0,369.0,54
1790,9980,10/2010,11378,1944,6819,3589,11707,44.0,109.0,25.0,341.0,54
1791,9981,10/2010,11379,716,3459,1337,5817,28.0,82.0,13.0,355.0,54
1792,9982,10/2010,11385,623,2886,1178,4975,33.0,156.0,22.0,320.0,54
1793,9983,10/2010,11411,145,830,226,1389,26.0,46.0,11.0,296.0,54
1794,9984,10/2010,11412,143,745,270,1284,63.0,48.0,14.0,246.0,54
1795,9985,10/2010,11413,255,1177,467,2087,78.0,98.0,21.0,263.0,54
1796,9986,10/2010,11414,350,1042,663,1921,19.0,36.0,2.0,307.0,54
1797,9987,10/2010,11415,2309,6642,3895,11213,48.0,95.0,12.0,332.0,54
1798,9988,10/2010,11416,168,975,265,1644,60.0,75.0,18.0,273.0,54
1799,9989,10/2010,11417,312,1256,514,2123,44.0,80.0,13.0,295.0,54
1800,9990,10/2010,11418,509,2192,813,3549,52.0,67.0,20.0,280.0,54
1801,9991,10/2010,11419,787,1788,1087,2846,89.0,116.0,40.0,267.0,54
1802,9992,10/2010,11420,280,1098,521,1889,41.0,62.0,25.0,281.0,54
1803,9993,10/2010,11421,425,2178,804,3766,55.0,82.0,22.0,268.0,54
1804,9994,10/2010,11422,451,1667,756,2812,38.0,41.0,8.0,278.0,54
1805,9995,10/2010,11423,321,1490,743,2654,61.0,71.0,19.0,293.0,54
1806,9996,10/2010,11426,131,548,221,943,21.0,29.0,7.0,335.0,54
1807,9997,10/2010,11427,139,692,261,1268,19.0,19.0,7.0,322.0,54
1808,9998,10/2010,11428,102,450,162,744,19.0,15.0,3.0,296.0,54
1809,9999,10/2010,11429,115,481,185,845,46.0,49.0,19.0,263.0,54
1811,10001,10/2010,11432,1101,3190,3329,6625,63.0,118.0,29.0,346.0,54
1812,10002,10/2010,11433,270,921,692,1800,125.0,134.0,36.0,266.0,54
1813,10003,10/2010,11434,89998,46295,157718,79571,78.0,126.0,19.0,266.0,54
1814,10004,10/2010,11435,2045,3531,3685,5993,126.0,146.0,34.0,281.0,54
1815,10005,10/2010,11436,3381,3945,6053,7009,67.0,67.0,13.0,274.0,54
1816,10006,10/2010,11691,545,876,1325,1888,61.0,136.0,34.0,263.0,54
1817,10007,10/2010,11692,337,595,726,1251,41.0,108.0,25.0,257.0,54
1818,10008,10/2010,11694,642,998,1332,1944,16.0,33.0,14.0,369.0,54
1820,10920,11/2010,10001,608387,603112,1010522,1014083,142.0,379.0,23.0,1084.0,60
1821,10921,11/2010,10002,178604,167070,306944,289414,102.0,196.0,32.0,939.0,60
1823,10923,11/2010,10004,72878,90040,124815,154402,5.0,16.0,5.0,1083.0,60
1824,10924,11/2010,10005,49299,63216,82446,104197,21.0,62.0,7.0,961.0,60
1825,10925,11/2010,10006,39424,39683,67689,66365,1.0,4.0,1.0,833.0,60
1826,10926,11/2010,10007,57439,57470,96080,97821,14.0,23.0,1.0,1130.0,60
1827,10927,11/2010,10009,293315,275274,489485,462879,103.0,173.0,57.0,928.0,60
1832,10932,11/2010,10014,557669,480374,947706,820858,93.0,126.0,23.0,1111.0,60
1835,10935,11/2010,10018,331520,307736,556293,521062,73.0,111.0,5.0,1132.0,60
1840,10940,11/2010,10023,453132,431575,758288,723047,57.0,106.0,26.0,1103.0,60
1841,10941,11/2010,10024,399986,421878,679619,714120,51.0,99.0,26.0,1027.0,60
1842,10942,11/2010,10025,286495,303306,482148,512591,93.0,175.0,48.0,896.0,60
1843,10943,11/2010,10026,41813,66504,71411,111528,87.0,220.0,46.0,649.0,60
1846,10946,11/2010,10029,116562,139862,193081,231062,96.0,258.0,41.0,748.0,60
1847,10947,11/2010,10030,2939,16028,5158,27406,67.0,131.0,29.0,506.0,60
1848,10948,11/2010,10031,12037,29221,20304,49137,77.0,241.0,34.0,487.0,60
